l33_x,l33_y,l33_z,l133_x,l133_y,l133_z,l160_x,l160_y,l160_z,l158_x,l158_y,l158_z,l144_x,l144_y,l144_z,l263_x,l263_y,l263_z,l362_x,l362_y,l362_z,l385_x,l385_y,l385_z,l387_x,l387_y,l387_z,l373_x,l373_y,l373_z,l1_x,l1_y,l1_z,l2_x,l2_y,l2_z,l4_x,l4_y,l4_z,l5_x,l5_y,l5_z,l61_x,l61_y,l61_z,l291_x,l291_y,l291_z,l17_x,l17_y,l17_z,l152_x,l152_y,l152_z,l234_x,l234_y,l234_z,l454_x,l454_y,l454_z,l10_x,l10_y,l10_z,GT_yaw,GT_pitch,GT_roll
-0.46852125770311076,-0.04373227840370999,-0.02075390555282451,-0.17163888997370666,0.0456303306620757,-0.08268741456669211,-0.4055392218877968,-0.06959214155158261,-0.09800240974921666,-0.28851051430630614,-0.056925228961940064,-0.12442445155663143,-0.37445867165566243,0.030018528945114305,-0.06467055864396519,0.46852125770311076,0.04373227840370999,-0.06886455485254242,0.14863547337774552,0.08687786996433122,-0.10323510673139391,0.285505153900019,0.0029951486631427005,-0.15553659159418864,0.4068707443960632,0.009210193136371895,-0.13938279051011618,0.3550931219565774,0.1071651404794086,-0.10484560962247762,-0.07303980363267298,0.568726606841879,-0.2982113817007676,-0.07697674140703097,0.5890872243120633,-0.11061615467618335,-0.06822847425185292,0.5166667851005412,-0.3371455837903036,-0.05958818518070634,0.4257453312443176,-0.34277254285562214,-0.33830279628298304,0.6921160760313815,0.18931228723543583,0.16414524646102913,0.7677660900095357,0.15899678526007258,-0.11501504063117679,0.9235125773242254,0.11032994837511925,-0.12566775348390663,1.159514130786372,0.42423470364107474,-0.7005954635496785,-0.041543679853443816,0.5777057925887708,0.7346627266571406,0.09386563260141063,0.5019131693976605,0.02856313355261775,-0.4624688907380605,-0.4367911962081078,0.01822657883167267,-0.3992307782173157,0.08567621558904648
-0.43108634205150004,-0.001866490330100948,0.9700199630911808,-0.2985768364810705,0.005263927352819315,0.4840389473360847,-0.4441275432191972,-0.08655664287610694,0.7887085316472936,-0.38222943456069,-0.09019869905682568,0.6088385070532841,-0.443468225356549,0.022589886922962613,0.7748683950786557,0.43108634205150004,0.001866490330100948,-0.5998525030546172,0.09061847476286593,0.05234434590184931,-0.2239053673249172,0.1708254043065387,-0.10795458833579415,-0.3976392299575629,0.29249435804011215,-0.10209249790982676,-0.547037611432803,0.2799061638602968,0.04646287056147434,-0.5410562691673104,-0.7773710682991505,0.6696883303106436,-0.35177590710598006,-0.5531125320648702,0.8427979236982084,-0.2186865560526536,-0.7803581913002418,0.549173240529902,-0.3688109487270156,-0.6914455890052427,0.4175422869731587,-0.3278503938110156,-0.6187983145349436,1.2534816433357339,0.40990165949689494,-0.08265450576041987,1.2773057031426456,-0.5534273061512028,-0.5982844596359163,1.4164478494867438,-0.23745317246110523,-0.48885892553305194,1.9805663974793062,-0.1485283247849066,0.12532254855382052,0.3778558286338758,1.9415558726435922,1.8632964346795091,0.4343785466817201,-0.5023631146118229,-0.11486161795744615,-0.839165790747484,0.16878974309765318,1.1895333528518677,0.47006502747535706,0.3009588122367859
-0.4695024871681238,0.0031370760042900734,-0.017246815547122495,-0.18476531631589252,0.003687314367272689,-0.03441622745182964,-0.3864563697605877,-0.02073753026684213,-0.07656645675039662,-0.28579397451794447,-0.02308026292886627,-0.08313262619732588,-0.3727071620769792,0.03629990838429753,-0.055120498547107516,0.4695024871681238,-0.0031370760042900734,0.08434957101045186,0.20224909810347166,0.0011627161113486174,0.011530691714430734,0.2974190258217566,-0.028967897805167217,-0.016537365671614665,0.39559057976326,-0.024757561619706683,0.012042306549924045,0.384732655256919,0.03353774555907958,0.029567281547243876,0.05498522678122712,0.39301344724645304,-0.31362112460499375,0.035015245273790956,0.44292141704716764,-0.15027351482222423,0.057203902634419296,0.33697521445692596,-0.34448858955015865,0.054217678021821154,0.25845063016176734,-0.3335410508779139,-0.2914664088074961,0.6366922449756176,0.06772947937186138,0.30023604369849893,0.6315721588587226,0.1303296290231935,0.019712373746239166,0.8546469772734102,-0.0007389194765758158,0.030251295029869386,1.1233426322312177,0.21020944956245446,-0.7463386317721434,0.07897291885088642,0.48750359428777096,0.6787911762299076,0.07441826172662695,0.6421608716506596,0.03415359900292401,-0.5112227075859284,-0.20849948838059823,0.8811366558074951,-0.1846497654914856,-0.23685243725776672
-0.4536846442517031,0.1324988088437649,0.181717268645338,-0.1703641114172306,0.08702645206989482,0.03276309978313747,-0.42820826534923767,0.0718776461309276,0.082161788406607,-0.3162514039141202,0.030520027057202977,0.025095366697308465,-0.3643904674921102,0.17181316621945222,0.1024170847430987,0.4536846442517031,-0.1324988088437649,-0.15307800084029624,0.1302859200192369,0.006572908942322022,-0.11727892674968358,0.2345136548819013,-0.12907884838136519,-0.19240300968460713,0.3600545660536026,-0.15925256760956896,-0.2068817827855682,0.3581880988254289,-0.04025145907984843,-0.17746120344828906,-0.011480718875040841,0.5901011457365376,-0.32829979344939386,0.055477740587655484,0.6028339881220794,-0.1411892980088593,-0.04014463153338646,0.5275122628494658,-0.3623181666766774,-0.0593474234048626,0.42274208523756746,-0.356455905518141,-0.02957063847868844,0.7712592762732772,0.22602542985329896,0.47563241486762486,0.6195759921022111,0.023656412303083973,0.21416386053605924,0.9220676894834352,0.011514022490638634,0.38892325995117244,1.1971378137242739,0.28102007158833736,-0.4271397623499077,0.22616643026905647,0.878782510111835,0.9298237789190528,-0.20549649458589386,0.35770256819559604,-0.2787657430047052,-0.462926080275827,-0.3076405803394518,0.29920831322669983,-0.17537863552570343,-0.37337449193000793
-0.45886705589979976,0.10375378452550293,0.1448256703241326,-0.15511702523293938,0.07038520934377132,0.07492066960149339,-0.4080810282687098,0.043666818138215026,0.0685952943059617,-0.2957774479158852,0.01274772845149914,0.044769494175955285,-0.367659730540789,0.1432251167591785,0.08085889140647429,0.45886705589979976,-0.10375378452550293,0.09412176072089419,0.16450774796194173,-0.0036723134184590374,0.05168028371270719,0.26482367863777806,-0.1169793679602215,0.011347562388421571,0.38047330766428566,-0.13625600819714126,0.024917291401140473,0.38835578730511233,-0.026356489457356712,0.03838889482250646,0.06398012284785815,0.44252381975065286,-0.34812512095072873,0.08757990392695388,0.5084935511806912,-0.1812145081407873,0.04824729005884332,0.37334484318843214,-0.3697273682035994,0.030827071752502887,0.2814915838449805,-0.3426608779399755,-0.07374487454413554,0.807720767407089,0.019882068711266028,0.3850512264861612,0.6929638719111196,-0.012539204609521959,0.16616470905246397,0.847472940503565,-0.137445446375959,0.25791499341288876,1.2298052231971828,0.029063911062039594,-0.6701816143284712,0.38829153431983526,0.7510985155959288,0.8069088820037207,0.05241735135497015,0.668706401955409,-0.13575389877577088,-0.5441640640253536,-0.06295951497275938,0.011965370737016201,-0.026811733841896057,-0.22066211700439453
-0.4690976694983973,0.023900762469744045,0.24071357714695224,-0.1703484272230508,0.024580732823255565,0.14465523651486528,-0.4132678903084268,-0.03222100654465834,0.1614416517101786,-0.2984734318796392,-0.04846917069460875,0.12938382393408293,-0.39675835780317426,0.06549188427470891,0.1641814316498205,0.4690976694983973,-0.023900762469744045,0.09775517179292179,0.1506678352745537,0.008180872955666125,0.0800532615400461,0.2771900992064807,-0.07803767391598337,0.036777789266119076,0.3952256555451392,-0.0745308641800117,0.039429166001664434,0.3813738928215136,0.025178394405134745,0.04429615058488188,-0.056107761321077095,0.3685586451105747,-0.35339689159410925,-0.03469032398701362,0.4580845278217729,-0.20254652195924683,-0.06035415554727025,0.29783847074227754,-0.3666626658136268,-0.05818024841260071,0.21321093722413345,-0.3281032323326582,-0.24076531874283985,0.7631558004311652,-0.008715935112995477,0.2567115030855217,0.735377567286179,-0.09527534179389942,-0.012013605881683279,0.8182529446841919,-0.20784535273327262,0.020514429755046897,1.2450326125394886,-0.10329602890384999,-0.6591145269517092,0.30938710807497705,0.8367926697340672,0.8123161259165916,0.23378660991743977,0.609382166362115,-0.060087900787319716,-0.5641137535923357,0.08218035420351512,0.11073219031095505,0.057119220495224,-0.04328278452157974
-0.46381840386167933,-0.0019897211116424347,0.17026147999774072,-0.16721604548374377,0.008235016339531512,0.11293008680977684,-0.3966696379201207,-0.05384437214270203,0.10061807006343591,-0.288353423195019,-0.06323162176729558,0.08302326996213975,-0.3926899711993619,0.04062079743446844,0.10418402301743028,0.46381840386167933,0.0019897211116424347,0.17236093828086962,0.16160753734072142,0.01106188853154342,0.11405268642827712,0.2855153261293094,-0.060581541336021394,0.08385287231494756,0.3950260919133133,-0.05178640379897799,0.10217168378528711,0.3875076715106387,0.045171810226436786,0.10605950999256113,-0.007122519107359101,0.31788685163465036,-0.3579398949574925,-0.00765143515599157,0.41974180456192056,-0.20592304404604214,-0.005790575594397962,0.24814401738156877,-0.37075957064790105,-0.004500837606539925,0.16993381190341467,-0.33143617217758925,-0.2598623365269498,0.7201441194327158,-0.05649823746107614,0.24753327200368055,0.7149074913552961,-0.05207252582953066,-0.013518901135218319,0.7863443835468245,-0.2134517492392422,-0.02774990825781448,1.2201509548518792,-0.10556083796299771,-0.7726083933542939,0.29205100883975627,0.7339632298149774,0.7568367723166977,0.3023085229221273,0.734100341647194,0.004054312130848082,-0.5560622831828251,0.08568867234601121,0.02247355505824089,0.22322849929332733,-0.006808964069932699
-0.43053212023064913,0.1832950297085016,0.32097070228336055,-0.16237953179303366,0.11316127809542816,0.1407965862191697,-0.41478233686246596,0.11405114808261183,0.21613275891425912,-0.3100657900436261,0.06588181598535675,0.1498020783185899,-0.3540920715251318,0.22035279087212534,0.22698372549610102,0.43053212023064913,-0.1832950297085016,-0.13187738007157254,0.12344555178935035,-0.001440678792190569,-0.06285242401782919,0.20121522621069343,-0.15677622958150442,-0.14093478526851252,0.3221086650840393,-0.2064620022768432,-0.1704935730249803,0.3487238236287066,-0.07715972563749114,-0.15201821653298364,-0.0406405478046324,0.5231499643508382,-0.33984927358529843,0.051315976450284295,0.565532009882825,-0.17016328949241316,-0.07081771570649824,0.46211630170253204,-0.3620196291068812,-0.0860060908437308,0.3716025038561814,-0.3394918440797533,0.04199715387740578,0.8549767974249876,0.16254192583881336,0.4815936502342732,0.6848446889142924,-0.10313460508074457,0.21582195784926464,0.8980771949607054,-0.09607080284938994,0.4119491584869199,1.2365575767749775,0.08953923784363657,-0.3341579238696231,0.3513588047839074,1.0299704290031853,1.0145744616998846,-0.20112181876956445,0.32355096992452803,-0.33046378303219437,-0.4645363433623174,-0.11782461899858802,0.38389909267425537,-0.1707804948091507,-0.43685248494148254
-0.4707859213502023,-0.00604344551845153,0.06967855557414442,-0.17385630780251626,0.03069284170476496,0.03819533970060697,-0.40568614793398355,-0.05852282205646082,0.01191573697892386,-0.29225370280763346,-0.059186479411245004,0.0024998782634545035,-0.3891021602831194,0.048621763287005924,0.0220854307073734,0.4707859213502023,0.00604344551845153,0.13004476249323213,0.16162437281465453,0.0325345747653473,0.06581172631649572,0.2853784307548155,-0.043502330588454215,0.04192396490981078,0.3996745323787395,-0.04119956122388463,0.06446957160760657,0.3738311192859441,0.05060203796668908,0.07257611132491888,-0.008446633959697138,0.39014206143693775,-0.3152374794942086,-0.0062914255777731486,0.47377043923480583,-0.16759901946699696,-0.009318575686573832,0.32945160315459876,-0.33270132703413124,-0.010808868197870176,0.25507772161160835,-0.30915842846501923,-0.260562386095564,0.7293976603265646,0.0016107593520724706,0.2474285147532231,0.7089245440904505,0.04450979218545341,0.006182354204673346,0.810733441762931,-0.11339162201867788,-0.007979305076492598,1.1814800435928767,0.025001629862771612,-0.7305967637345806,0.18386711964115285,0.5658500655504637,0.70777473255297,0.1636557747004782,0.6557907917520025,-0.015062232243481336,-0.5104837585438792,-0.05225234880105026,-0.024355659261345863,-0.02692815661430359,-0.05685983598232269
-0.4307656524124188,0.02207183816730906,0.9700849434078607,-0.32414810785935283,0.026383851597057608,0.4890437838920285,-0.45886722114012146,-0.04469561405362593,0.7910432347694779,-0.41073286497928674,-0.051792124922803884,0.6119337152897616,-0.4434876278157821,0.06631309595652916,0.7800050710760928,0.4307656524124188,-0.02207183816730906,-0.6037346875621418,0.04534962244669683,0.053761474617979456,-0.22380513353334222,0.12167249642795461,-0.10306231901457684,-0.3973249250285307,0.2600604833819909,-0.09528155658964262,-0.5488289345309968,0.2631386702840602,0.04349344833688289,-0.5390943574729695,-0.8257177296123682,0.7545177638603602,-0.34094469967912006,-0.5691616727065434,0.9317625442720802,-0.21922255602804624,-0.8352190444644493,0.6181466178179038,-0.35462736804716055,-0.7410262417314796,0.4663665803872567,-0.31154713464106953,-0.6132963706022393,1.3426083485620202,0.41103024623424655,-0.09715616012671796,1.4116662478069542,-0.5258373379922546,-0.6060812498294047,1.5599498921015233,-0.2355514715967171,-0.3894690863149771,2.335389308848315,-0.18301363415961378,0.24503152172503498,0.47623530241102313,1.9084939542981427,1.9423968940804937,0.4449241780433367,-0.5498919344444454,-0.21396777697712643,-0.9216818838348078,0.18835796132504726,1.2500534057617188,0.236453115940094,0.16705091297626495
